traffic_light,step_time,reward,lanes_queue,waiting_time_per_lane
t,59135.0,0.14,"[1, 1, 0, 0]","[3.0, 5.0, 27.0, 12.0]"
t,59140.0,0.21999999999999997,"[1, 1, 0, 0]","[8.0, 10.0, 6.0, 0.0]"
t,59145.0,0.16,"[0, 0, 0, 1]","[0.0, 0.0, 1.0, 1.0]"
t,59150.0,0.1,"[0, 0, 3, 3]","[0.0, 0.0, 8.0, 11.0]"
t,59155.0,-0.33,"[0, 0, 3, 6]","[0.0, 0.0, 23.0, 32.0]"
t,59160.0,-0.33,"[0, 0, 1, 3]","[0.0, 0.0, 14.0, 34.0]"
t,59165.0,-0.03999999999999998,"[0, 0, 0, 0]","[0.0, 0.0, 1.0, 21.0]"
t,59170.0,0.28,"[1, 0, 0, 0]","[2.0, 0.0, 0.0, 7.0]"
t,59175.0,0.19,"[1, 1, 0, 0]","[7.0, 4.0, 0.0, 0.0]"
t,59180.0,-0.1,"[1, 1, 0, 0]","[12.0, 9.0, 0.0, 0.0]"
t,59185.0,-0.1,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]"
t,59190.0,0.22,"[0, 0, 1, 1]","[0.0, 0.0, 2.0, 3.0]"
t,59195.0,-0.13999999999999999,"[0, 0, 3, 3]","[0.0, 0.0, 14.0, 13.0]"
t,59200.0,-0.13999999999999999,"[0, 0, 0, 0]","[0.0, 0.0, 4.0, 4.0]"
t,59205.0,0.06999999999999999,"[1, 1, 0, 0]","[2.0, 2.0, 0.0, 0.0]"
t,59210.0,0.04,"[1, 1, 0, 0]","[7.0, 7.0, 0.0, 0.0]"
t,59215.0,-0.1,"[0, 0, 0, 0]","[2.0, 0.0, 0.0, 0.0]"
t,59220.0,0.1,"[0, 0, 2, 1]","[0.0, 0.0, 9.0, 4.0]"
t,59225.0,-0.19999999999999998,"[0, 0, 4, 3]","[0.0, 0.0, 26.0, 18.0]"
t,59230.0,-0.37,"[0, 0, 6, 5]","[0.0, 0.0, 40.0, 26.0]"
t,59235.0,-0.08999999999999997,"[0, 0, 2, 1]","[0.0, 0.0, 42.0, 31.0]"
t,59240.0,0.21999999999999997,"[2, 2, 0, 0]","[6.0, 8.0, 15.0, 10.0]"
t,59245.0,0.06,"[4, 4, 0, 0]","[24.0, 24.0, 2.0, 0.0]"
t,59250.0,0.06,"[1, 0, 1, 1]","[17.0, 13.0, 3.0, 1.0]"
t,59255.0,0.06,"[0, 0, 4, 3]","[2.0, 0.0, 17.0, 13.0]"
t,59260.0,-0.040000000000000036,"[1, 0, 4, 4]","[4.0, 0.0, 31.0, 23.0]"
t,59265.0,-0.22999999999999998,"[1, 1, 2, 0]","[9.0, 4.0, 29.0, 14.0]"
t,59270.0,0.10999999999999999,"[2, 1, 0, 0]","[18.0, 9.0, 15.0, 5.0]"
t,59275.0,0.11000000000000004,"[2, 1, 0, 0]","[28.0, 14.0, 5.0, 0.0]"
t,59280.0,0.11000000000000004,"[0, 0, 2, 1]","[1.0, 0.0, 9.0, 4.0]"
t,59285.0,0.26999999999999996,"[0, 0, 4, 5]","[0.0, 0.0, 23.0, 21.0]"
t,59290.0,-0.3,"[0, 0, 7, 8]","[0.0, 0.0, 53.0, 55.0]"
t,59295.0,-0.6400000000000001,"[0, 0, 6, 6]","[0.0, 0.0, 68.0, 76.0]"
t,59300.0,-0.29000000000000004,"[2, 1, 3, 4]","[6.0, 3.0, 60.0, 76.0]"
t,59305.0,-0.019999999999999796,"[2, 1, 1, 1]","[16.0, 8.0, 37.0, 49.0]"
t,59310.0,0.42999999999999994,"[2, 2, 0, 0]","[26.0, 14.0, 15.0, 20.0]"
t,59315.0,0.21999999999999997,"[2, 2, 0, 0]","[21.0, 10.0, 10.0, 14.0]"
t,59320.0,0.33,"[0, 0, 2, 2]","[0.0, 0.0, 16.0, 19.0]"
t,59325.0,-0.22000000000000003,"[0, 0, 5, 6]","[0.0, 0.0, 34.0, 40.0]"
t,59330.0,-0.22000000000000003,"[1, 0, 4, 4]","[1.0, 0.0, 32.0, 38.0]"
t,59335.0,-0.15000000000000002,"[1, 2, 0, 0]","[6.0, 3.0, 24.0, 29.0]"
t,59340.0,0.13,"[0, 0, 0, 0]","[0.0, 5.0, 18.0, 22.0]"
t,59345.0,0.19,"[0, 0, 2, 3]","[0.0, 0.0, 23.0, 31.0]"
t,59350.0,-0.29,"[0, 0, 5, 5]","[0.0, 0.0, 41.0, 53.0]"
t,59355.0,-0.29,"[0, 0, 2, 4]","[0.0, 0.0, 31.0, 42.0]"
t,59360.0,0.020000000000000018,"[1, 0, 1, 0]","[5.0, 0.0, 20.0, 24.0]"
t,59365.0,0.24,"[1, 1, 0, 0]","[10.0, 5.0, 7.0, 8.0]"
t,59370.0,0.19,"[0, 0, 1, 0]","[0.0, 0.0, 9.0, 8.0]"
t,59375.0,0.06999999999999998,"[0, 0, 4, 3]","[0.0, 0.0, 24.0, 17.0]"
t,59380.0,-0.33999999999999997,"[0, 0, 4, 3]","[0.0, 0.0, 34.0, 23.0]"
t,59385.0,0.05999999999999994,"[1, 1, 1, 0]","[2.0, 2.0, 33.0, 17.0]"
t,59390.0,0.22000000000000003,"[2, 1, 0, 0]","[10.0, 7.0, 5.0, 2.0]"
t,59395.0,-0.050000000000000044,"[3, 3, 0, 0]","[23.0, 17.0, 0.0, 0.0]"
t,59400.0,-0.050000000000000044,"[0, 0, 2, 1]","[7.0, 4.0, 3.0, 2.0]"
t,59405.0,0.15000000000000002,"[0, 0, 5, 4]","[0.0, 0.0, 18.0, 18.0]"
t,59410.0,-0.27,"[0, 0, 4, 4]","[0.0, 0.0, 31.0, 32.0]"
t,59415.0,-0.21000000000000002,"[1, 2, 0, 0]","[5.0, 9.0, 23.0, 20.0]"
t,59420.0,0.22000000000000003,"[3, 2, 0, 1]","[17.0, 19.0, 7.0, 13.0]"
t,59425.0,0.22000000000000003,"[0, 0, 2, 3]","[5.0, 0.0, 12.0, 22.0]"
t,59430.0,0.06,"[0, 0, 4, 6]","[0.0, 0.0, 29.0, 45.0]"
t,59435.0,-0.35,"[0, 0, 5, 4]","[0.0, 0.0, 42.0, 54.0]"
t,59440.0,-0.08999999999999997,"[0, 0, 3, 3]","[0.0, 0.0, 39.0, 44.0]"
t,59445.0,0.07999999999999996,"[1, 1, 0, 0]","[4.0, 3.0, 27.0, 21.0]"
t,59450.0,0.31,"[2, 2, 0, 0]","[12.0, 10.0, 12.0, 7.0]"
t,59455.0,0.06,"[1, 1, 0, 0]","[8.0, 7.0, 8.0, 0.0]"
t,59460.0,0.24,"[0, 0, 2, 2]","[0.0, 0.0, 15.0, 3.0]"
t,59465.0,-0.31,"[0, 0, 5, 5]","[0.0, 0.0, 35.0, 20.0]"
t,59470.0,-0.31,"[0, 1, 4, 3]","[0.0, 1.0, 31.0, 33.0]"
t,59475.0,-0.19,"[1, 2, 1, 2]","[4.0, 8.0, 26.0, 21.0]"
t,59480.0,0.0,"[0, 0, 0, 0]","[3.0, 6.0, 19.0, 24.0]"
t,59485.0,0.12,"[0, 0, 2, 4]","[0.0, 0.0, 25.0, 37.0]"
t,59490.0,-0.32999999999999996,"[0, 0, 6, 6]","[0.0, 0.0, 46.0, 62.0]"
t,59495.0,-0.32999999999999996,"[0, 0, 5, 5]","[0.0, 0.0, 43.0, 57.0]"
t,59500.0,-0.15000000000000002,"[0, 0, 3, 2]","[0.0, 0.0, 44.0, 47.0]"
t,59505.0,0.08999999999999997,"[1, 0, 0, 1]","[2.0, 0.0, 37.0, 27.0]"
t,59510.0,0.25,"[2, 2, 0, 0]","[10.0, 5.0, 20.0, 10.0]"
t,59515.0,0.21000000000000002,"[0, 0, 1, 1]","[6.0, 5.0, 15.0, 12.0]"
t,59520.0,0.12,"[0, 0, 3, 4]","[0.0, 0.0, 24.0, 26.0]"
t,59525.0,-0.34,"[0, 0, 5, 5]","[0.0, 0.0, 33.0, 36.0]"
t,59530.0,-0.12,"[1, 1, 3, 4]","[1.0, 4.0, 37.0, 46.0]"
t,59535.0,0.08000000000000007,"[1, 1, 0, 0]","[6.0, 9.0, 19.0, 26.0]"
t,59540.0,0.17999999999999994,"[3, 2, 0, 0]","[19.0, 16.0, 9.0, 14.0]"
t,59545.0,0.17999999999999994,"[0, 0, 2, 1]","[6.0, 0.0, 12.0, 15.0]"
t,59550.0,0.16000000000000003,"[0, 0, 5, 4]","[0.0, 0.0, 29.0, 31.0]"
t,59555.0,-0.32999999999999996,"[0, 0, 6, 5]","[0.0, 0.0, 45.0, 43.0]"
t,59560.0,-0.21000000000000008,"[0, 1, 2, 2]","[0.0, 5.0, 41.0, 32.0]"
t,59565.0,0.21000000000000008,"[1, 2, 0, 0]","[3.0, 13.0, 27.0, 18.0]"
t,59570.0,0.20999999999999996,"[2, 2, 0, 0]","[13.0, 23.0, 14.0, 7.0]"
t,59575.0,0.20999999999999996,"[0, 0, 3, 2]","[2.0, 0.0, 21.0, 11.0]"
t,59580.0,0.14999999999999997,"[0, 0, 6, 5]","[0.0, 0.0, 42.0, 28.0]"
t,59585.0,-0.35999999999999993,"[0, 0, 5, 5]","[0.0, 0.0, 56.0, 40.0]"
t,59590.0,-0.12,"[0, 0, 2, 2]","[0.0, 0.0, 43.0, 34.0]"
t,59595.0,0.17999999999999994,"[1, 0, 0, 0]","[3.0, 0.0, 20.0, 15.0]"
t,59600.0,0.37,"[1, 1, 0, 0]","[8.0, 2.0, 3.0, 5.0]"
t,59605.0,0.1,"[1, 2, 0, 0]","[13.0, 9.0, 0.0, 0.0]"
t,59610.0,-0.12999999999999998,"[1, 2, 0, 0]","[4.0, 11.0, 0.0, 0.0]"
t,59615.0,0.21,"[0, 0, 2, 2]","[0.0, 0.0, 3.0, 5.0]"
t,59620.0,-0.19000000000000003,"[0, 0, 4, 3]","[0.0, 0.0, 17.0, 18.0]"
t,59625.0,-0.19000000000000003,"[0, 0, 1, 0]","[0.0, 0.0, 20.0, 9.0]"
t,59630.0,0.060000000000000026,"[0, 0, 0, 0]","[0.0, 0.0, 3.0, 0.0]"
t,59635.0,0.19,"[0, 0, 1, 0]","[0.0, 0.0, 6.0, 0.0]"
t,59640.0,-0.11000000000000001,"[0, 0, 3, 2]","[0.0, 0.0, 17.0, 6.0]"
t,59645.0,-0.32999999999999996,"[0, 0, 5, 5]","[0.0, 0.0, 40.0, 26.0]"
t,59650.0,-0.32999999999999996,"[1, 0, 3, 3]","[2.0, 0.0, 34.0, 26.0]"
t,59655.0,-0.15000000000000002,"[1, 1, 0, 0]","[7.0, 2.0, 21.0, 17.0]"
t,59660.0,0.15000000000000002,"[2, 1, 0, 0]","[14.0, 7.0, 5.0, 5.0]"
t,59665.0,0.15999999999999998,"[0, 0, 1, 1]","[6.0, 0.0, 7.0, 8.0]"
t,59670.0,0.07,"[0, 0, 4, 4]","[0.0, 0.0, 20.0, 21.0]"
t,59675.0,-0.36,"[0, 0, 5, 5]","[0.0, 0.0, 33.0, 30.0]"
t,59680.0,-0.08999999999999997,"[0, 1, 3, 2]","[0.0, 1.0, 39.0, 35.0]"
t,59685.0,0.10999999999999999,"[1, 1, 0, 0]","[3.0, 6.0, 22.0, 14.0]"
t,59690.0,0.21999999999999997,"[2, 1, 0, 0]","[13.0, 11.0, 10.0, 5.0]"
t,59695.0,0.21999999999999997,"[0, 0, 2, 1]","[0.0, 1.0, 13.0, 7.0]"
t,59700.0,0.10999999999999999,"[0, 0, 5, 4]","[0.0, 0.0, 33.0, 21.0]"
t,59705.0,-0.39,"[0, 0, 5, 5]","[0.0, 0.0, 47.0, 34.0]"
t,59710.0,-0.15000000000000002,"[1, 0, 2, 2]","[3.0, 0.0, 36.0, 30.0]"
t,59715.0,0.18000000000000005,"[1, 0, 0, 0]","[8.0, 0.0, 21.0, 18.0]"
t,59720.0,0.35,"[1, 0, 0, 0]","[13.0, 0.0, 5.0, 3.0]"
t,59725.0,0.07,"[2, 1, 0, 0]","[21.0, 4.0, 0.0, 0.0]"
t,59730.0,0.07,"[0, 0, 2, 2]","[0.0, 0.0, 4.0, 5.0]"
t,59735.0,0.1,"[0, 0, 4, 4]","[0.0, 0.0, 20.0, 20.0]"
t,59740.0,-0.31000000000000005,"[1, 0, 3, 2]","[3.0, 0.0, 29.0, 27.0]"
t,59745.0,-0.09999999999999998,"[2, 1, 0, 0]","[11.0, 4.0, 18.0, 14.0]"
t,59750.0,0.09000000000000002,"[2, 1, 0, 0]","[9.0, 2.0, 12.0, 4.0]"
t,59755.0,0.17999999999999997,"[0, 0, 2, 2]","[2.0, 0.0, 18.0, 7.0]"
t,59760.0,-0.32000000000000006,"[0, 0, 6, 5]","[0.0, 0.0, 42.0, 24.0]"
t,59765.0,-0.32000000000000006,"[0, 0, 5, 3]","[0.0, 0.0, 45.0, 27.0]"
t,59770.0,-0.26,"[1, 0, 2, 1]","[5.0, 0.0, 42.0, 24.0]"
t,59775.0,0.07000000000000006,"[1, 1, 0, 0]","[10.0, 2.0, 20.0, 13.0]"
t,59780.0,0.3,"[2, 2, 0, 0]","[20.0, 10.0, 8.0, 3.0]"
t,59785.0,0.03999999999999998,"[1, 0, 0, 0]","[12.0, 7.0, 3.0, 1.0]"
t,59790.0,0.27,"[0, 0, 3, 2]","[0.0, 0.0, 12.0, 7.0]"
t,59795.0,-0.3,"[0, 0, 6, 5]","[0.0, 0.0, 36.0, 27.0]"
t,59800.0,-0.3,"[0, 0, 4, 3]","[0.0, 0.0, 37.0, 28.0]"
t,59805.0,-0.22000000000000003,"[0, 0, 0, 0]","[0.0, 0.0, 27.0, 17.0]"
t,59810.0,0.21000000000000002,"[0, 0, 0, 0]","[0.0, 0.0, 9.0, 3.0]"
t,59815.0,0.32,"[0, 0, 2, 1]","[0.0, 0.0, 13.0, 5.0]"
t,59820.0,-0.15000000000000002,"[0, 0, 4, 5]","[0.0, 0.0, 28.0, 19.0]"
t,59825.0,-0.41000000000000003,"[0, 0, 5, 4]","[0.0, 0.0, 38.0, 29.0]"
t,59830.0,0.040000000000000036,"[0, 0, 2, 1]","[0.0, 0.0, 27.0, 30.0]"
t,59835.0,0.29000000000000004,"[1, 1, 0, 0]","[2.0, 1.0, 12.0, 5.0]"
t,59840.0,0.14999999999999997,"[3, 2, 0, 0]","[13.0, 10.0, 2.0, 0.0]"
t,59845.0,0.14999999999999997,"[0, 0, 1, 1]","[4.0, 0.0, 3.0, 4.0]"
t,59850.0,0.06,"[0, 0, 3, 3]","[0.0, 0.0, 17.0, 13.0]"
t,59855.0,-0.22999999999999998,"[0, 0, 3, 3]","[0.0, 0.0, 25.0, 19.0]"
t,59860.0,-0.03999999999999998,"[0, 0, 0, 0]","[0.0, 0.0, 15.0, 13.0]"
t,59865.0,0.24999999999999997,"[1, 1, 0, 0]","[2.0, 5.0, 5.0, 1.0]"
t,59870.0,0.0,"[2, 1, 0, 0]","[12.0, 10.0, 0.0, 0.0]"
t,59875.0,0.0,"[0, 0, 2, 2]","[0.0, 0.0, 4.0, 3.0]"
t,59880.0,0.09,"[0, 0, 5, 4]","[0.0, 0.0, 20.0, 20.0]"
t,59885.0,-0.33,"[0, 0, 4, 3]","[0.0, 0.0, 34.0, 34.0]"
t,59890.0,-0.19999999999999996,"[1, 1, 0, 0]","[4.0, 1.0, 25.0, 22.0]"
t,59895.0,0.19,"[1, 2, 0, 0]","[9.0, 7.0, 5.0, 2.0]"
t,59900.0,0.18999999999999997,"[1, 2, 0, 0]","[14.0, 17.0, 0.0, 0.0]"
t,59905.0,-0.15,"[0, 1, 0, 0]","[0.0, 11.0, 0.0, 0.0]"
t,59910.0,0.28,"[0, 0, 2, 2]","[0.0, 0.0, 7.0, 6.0]"
t,59915.0,-0.29000000000000004,"[0, 0, 4, 4]","[0.0, 0.0, 25.0, 21.0]"
t,59920.0,-0.29000000000000004,"[0, 0, 1, 2]","[0.0, 0.0, 18.0, 16.0]"
t,59925.0,0.020000000000000018,"[1, 0, 0, 0]","[1.0, 0.0, 5.0, 5.0]"
t,59930.0,0.24,"[1, 0, 0, 0]","[6.0, 0.0, 1.0, 0.0]"
t,59935.0,0.04999999999999999,"[0, 0, 1, 1]","[0.0, 0.0, 1.0, 2.0]"
t,59940.0,-0.07,"[0, 0, 2, 2]","[0.0, 0.0, 10.0, 12.0]"
t,59945.0,-0.20999999999999996,"[0, 0, 3, 3]","[0.0, 0.0, 23.0, 24.0]"
t,59950.0,-0.20999999999999996,"[0, 0, 0, 0]","[0.0, 0.0, 11.0, 7.0]"
t,59955.0,0.16999999999999998,"[1, 1, 0, 0]","[3.0, 5.0, 0.0, 1.0]"
t,59960.0,0.09,"[1, 1, 0, 0]","[8.0, 10.0, 0.0, 0.0]"
t,59965.0,-0.09,"[1, 1, 0, 0]","[13.0, 15.0, 0.0, 0.0]"
t,59970.0,-0.10000000000000003,"[0, 0, 1, 0]","[1.0, 0.0, 1.0, 0.0]"
t,59975.0,0.25,"[0, 0, 2, 0]","[0.0, 0.0, 7.0, 0.0]"
t,59980.0,-0.09,"[0, 0, 3, 2]","[0.0, 0.0, 20.0, 6.0]"
t,59985.0,-0.28,"[0, 0, 4, 3]","[0.0, 0.0, 25.0, 13.0]"
t,59990.0,0.040000000000000036,"[1, 1, 0, 0]","[1.0, 3.0, 14.0, 5.0]"
t,59995.0,0.08999999999999997,"[3, 2, 0, 0]","[10.0, 13.0, 7.0, 0.0]"
t,60000.0,0.08999999999999997,"[0, 0, 2, 1]","[4.0, 0.0, 15.0, 3.0]"
t,60005.0,0.0,"[0, 0, 5, 4]","[0.0, 0.0, 33.0, 18.0]"
t,60010.0,-0.35,"[0, 0, 5, 4]","[0.0, 0.0, 46.0, 32.0]"
t,60015.0,-0.10999999999999999,"[1, 1, 1, 1]","[3.0, 1.0, 33.0, 26.0]"
t,60020.0,0.19999999999999996,"[1, 2, 0, 0]","[8.0, 7.0, 17.0, 11.0]"
t,60025.0,0.26,"[1, 2, 0, 0]","[13.0, 17.0, 2.0, 1.0]"
t,60030.0,0.26,"[0, 0, 2, 2]","[0.0, 0.0, 5.0, 5.0]"
t,60035.0,0.17,"[0, 0, 2, 4]","[0.0, 0.0, 15.0, 19.0]"
t,60040.0,-0.24000000000000002,"[0, 0, 1, 3]","[0.0, 0.0, 16.0, 31.0]"
t,60045.0,-0.009999999999999953,"[0, 0, 0, 0]","[0.0, 0.0, 5.0, 20.0]"
t,60050.0,0.16999999999999998,"[1, 1, 0, 0]","[5.0, 1.0, 0.0, 2.0]"
t,60055.0,0.07999999999999999,"[1, 0, 0, 0]","[2.0, 0.0, 0.0, 0.0]"
t,60060.0,-0.009999999999999995,"[0, 0, 2, 3]","[0.0, 0.0, 6.0, 10.0]"
t,60065.0,-0.33,"[0, 0, 4, 5]","[0.0, 0.0, 20.0, 33.0]"
t,60070.0,-0.33,"[0, 1, 2, 3]","[0.0, 2.0, 18.0, 31.0]"
t,60075.0,-0.12000000000000005,"[1, 1, 0, 0]","[3.0, 7.0, 10.0, 16.0]"
t,60080.0,0.18000000000000005,"[0, 0, 2, 0]","[0.0, 0.0, 14.0, 8.0]"
t,60085.0,0.04999999999999999,"[0, 0, 4, 3]","[0.0, 0.0, 31.0, 15.0]"
t,60090.0,-0.43,"[0, 0, 8, 5]","[0.0, 0.0, 63.0, 38.0]"
t,60095.0,-0.43,"[1, 0, 5, 4]","[2.0, 0.0, 62.0, 35.0]"
t,60100.0,-0.22999999999999998,"[1, 0, 3, 2]","[7.0, 0.0, 49.0, 29.0]"
t,60105.0,0.14,"[2, 1, 0, 0]","[15.0, 4.0, 37.0, 14.0]"
t,60110.0,0.15000000000000002,"[2, 2, 0, 0]","[25.0, 11.0, 13.0, 6.0]"
t,60115.0,0.1499999999999999,"[0, 0, 0, 0]","[14.0, 9.0, 13.0, 4.0]"
t,60120.0,0.28,"[0, 0, 4, 3]","[0.0, 0.0, 23.0, 12.0]"
t,60125.0,-0.24,"[0, 0, 5, 5]","[0.0, 0.0, 34.0, 22.0]"
t,60130.0,-0.16000000000000003,"[0, 0, 3, 4]","[0.0, 0.0, 40.0, 34.0]"
t,60135.0,0.10000000000000009,"[0, 0, 0, 1]","[0.0, 0.0, 21.0, 25.0]"
t,60140.0,0.27999999999999997,"[1, 0, 0, 0]","[5.0, 0.0, 10.0, 15.0]"
t,60145.0,0.10999999999999999,"[1, 0, 0, 0]","[10.0, 0.0, 0.0, 1.0]"
t,60150.0,0.03999999999999998,"[1, 0, 0, 0]","[15.0, 0.0, 0.0, 0.0]"
t,60155.0,-0.04999999999999999,"[1, 1, 0, 0]","[20.0, 1.0, 0.0, 0.0]"
t,60160.0,-0.04999999999999999,"[0, 0, 1, 0]","[0.0, 0.0, 1.0, 0.0]"
t,60165.0,0.17,"[0, 0, 1, 1]","[0.0, 0.0, 6.0, 3.0]"
t,60170.0,-0.09,"[0, 0, 0, 0]","[0.0, 0.0, 3.0, 0.0]"
t,60175.0,0.1,"[1, 0, 0, 0]","[3.0, 0.0, 0.0, 0.0]"
t,60180.0,-0.049999999999999996,"[1, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0]"
t,60185.0,-0.049999999999999996,"[0, 0, 1, 0]","[0.0, 0.0, 3.0, 0.0]"
t,60190.0,0.03,"[0, 0, 3, 2]","[0.0, 0.0, 16.0, 5.0]"
t,60195.0,-0.18,"[0, 1, 2, 2]","[0.0, 1.0, 21.0, 14.0]"
t,60200.0,-0.09,"[2, 1, 0, 0]","[4.0, 6.0, 9.0, 7.0]"
t,60205.0,0.04999999999999999,"[2, 1, 0, 0]","[14.0, 11.0, 0.0, 0.0]"
t,60210.0,-0.08000000000000002,"[2, 1, 0, 0]","[12.0, 5.0, 0.0, 0.0]"
t,60215.0,0.25,"[0, 0, 2, 2]","[2.0, 0.0, 5.0, 5.0]"
t,60220.0,-0.33999999999999997,"[0, 0, 6, 5]","[0.0, 0.0, 28.0, 25.0]"
t,60225.0,-0.33999999999999997,"[1, 0, 4, 3]","[1.0, 0.0, 36.0, 29.0]"
t,60230.0,-0.31,"[1, 0, 0, 0]","[6.0, 0.0, 28.0, 21.0]"
t,60235.0,0.16000000000000003,"[1, 1, 0, 0]","[11.0, 5.0, 14.0, 8.0]"
t,60240.0,0.27999999999999997,"[0, 0, 1, 0]","[1.0, 2.0, 9.0, 4.0]"
t,60245.0,0.06999999999999998,"[0, 0, 3, 2]","[0.0, 0.0, 21.0, 11.0]"
t,60250.0,-0.36,"[0, 0, 6, 5]","[0.0, 0.0, 45.0, 34.0]"
t,60255.0,-0.36,"[0, 0, 2, 1]","[0.0, 0.0, 35.0, 25.0]"
t,60260.0,-0.020000000000000018,"[0, 0, 0, 0]","[0.0, 0.0, 18.0, 10.0]"
t,60265.0,0.31999999999999995,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]"
t,60270.0,0.28,"[0, 0, 0, 1]","[0.0, 0.0, 0.0, 2.0]"
t,60275.0,-0.08,"[0, 0, 3, 3]","[0.0, 0.0, 9.0, 15.0]"
t,60280.0,-0.27999999999999997,"[0, 0, 3, 3]","[0.0, 0.0, 17.0, 20.0]"
t,60285.0,0.019999999999999962,"[0, 1, 0, 0]","[0.0, 3.0, 16.0, 16.0]"
t,60290.0,0.15000000000000002,"[2, 2, 0, 0]","[6.0, 10.0, 4.0, 3.0]"
t,60295.0,0.15000000000000002,"[0, 0, 2, 2]","[1.0, 0.0, 11.0, 8.0]"
t,60300.0,-0.07,"[0, 0, 4, 3]","[0.0, 0.0, 29.0, 23.0]"
t,60305.0,-0.33999999999999997,"[0, 0, 3, 3]","[0.0, 0.0, 34.0, 28.0]"
t,60310.0,0.09999999999999998,"[1, 0, 0, 0]","[1.0, 0.0, 19.0, 12.0]"
t,60315.0,0.27,"[1, 1, 0, 0]","[6.0, 5.0, 4.0, 2.0]"
t,60320.0,0.03,"[2, 1, 0, 0]","[16.0, 10.0, 0.0, 0.0]"
t,60325.0,0.03,"[0, 0, 3, 2]","[0.0, 0.0, 7.0, 4.0]"
t,60330.0,0.09000000000000001,"[0, 0, 5, 5]","[0.0, 0.0, 28.0, 22.0]"
t,60335.0,-0.39,"[0, 0, 4, 3]","[0.0, 0.0, 43.0, 32.0]"
t,60340.0,-0.18000000000000005,"[0, 0, 2, 0]","[0.0, 0.0, 36.0, 14.0]"
t,60345.0,0.33000000000000007,"[0, 0, 0, 0]","[0.0, 0.0, 13.0, 4.0]"
t,60350.0,0.24,"[1, 0, 0, 0]","[5.0, 0.0, 0.0, 0.0]"
t,60355.0,0.009999999999999995,"[2, 2, 0, 0]","[14.0, 7.0, 0.0, 0.0]"
t,60360.0,-0.18999999999999997,"[2, 1, 1, 0]","[11.0, 7.0, 1.0, 0.0]"
t,60365.0,0.14999999999999997,"[0, 0, 3, 2]","[4.0, 0.0, 9.0, 6.0]"
t,60370.0,-0.29,"[0, 0, 4, 4]","[0.0, 0.0, 29.0, 22.0]"
t,60375.0,-0.29,"[2, 1, 2, 2]","[5.0, 1.0, 23.0, 18.0]"
t,60380.0,-0.09000000000000002,"[2, 2, 0, 0]","[15.0, 10.0, 6.0, 6.0]"
t,60385.0,0.11000000000000004,"[0, 0, 0, 1]","[10.0, 8.0, 2.0, 8.0]"
t,60390.0,0.24999999999999997,"[0, 0, 3, 3]","[0.0, 0.0, 8.0, 19.0]"
t,60395.0,-0.32999999999999996,"[0, 0, 4, 5]","[0.0, 0.0, 27.0, 40.0]"
t,60400.0,-0.32999999999999996,"[0, 0, 1, 2]","[0.0, 0.0, 20.0, 29.0]"
t,60405.0,0.0,"[0, 0, 0, 0]","[0.0, 0.0, 1.0, 14.0]"
t,60410.0,0.33999999999999997,"[0, 0, 1, 1]","[0.0, 0.0, 2.0, 16.0]"
t,60415.0,-0.08000000000000002,"[0, 0, 4, 4]","[0.0, 0.0, 14.0, 28.0]"
t,60420.0,-0.38,"[0, 0, 5, 5]","[0.0, 0.0, 29.0, 38.0]"
t,60425.0,-0.10999999999999999,"[1, 0, 2, 1]","[3.0, 0.0, 37.0, 36.0]"
t,60430.0,0.25,"[1, 1, 0, 0]","[8.0, 1.0, 15.0, 9.0]"
t,60435.0,0.22999999999999998,"[2, 2, 0, 0]","[16.0, 9.0, 3.0, 0.0]"
t,60440.0,0.22999999999999998,"[0, 0, 2, 2]","[0.0, 0.0, 7.0, 4.0]"
t,60445.0,0.09,"[0, 0, 4, 2]","[0.0, 0.0, 21.0, 14.0]"
t,60450.0,-0.26,"[0, 0, 3, 2]","[0.0, 0.0, 28.0, 17.0]"
t,60455.0,0.09999999999999998,"[0, 0, 0, 0]","[0.0, 0.0, 15.0, 5.0]"
t,60460.0,0.21,"[0, 1, 0, 0]","[0.0, 3.0, 3.0, 0.0]"
t,60465.0,0.21,"[0, 0, 1, 1]","[0.0, 0.0, 5.0, 3.0]"
t,60470.0,0.020000000000000004,"[0, 0, 4, 4]","[0.0, 0.0, 19.0, 18.0]"
t,60475.0,-0.29,"[0, 0, 2, 2]","[0.0, 0.0, 26.0, 23.0]"
t,60480.0,0.0,"[1, 1, 0, 0]","[2.0, 5.0, 12.0, 9.0]"
t,60485.0,0.18,"[1, 1, 0, 0]","[7.0, 10.0, 0.0, 0.0]"
t,60490.0,-0.01999999999999999,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]"
t,60495.0,0.16999999999999998,"[0, 0, 1, 1]","[0.0, 0.0, 4.0, 2.0]"
t,60500.0,-0.13999999999999999,"[0, 0, 2, 1]","[0.0, 0.0, 14.0, 7.0]"
t,60505.0,-0.13999999999999999,"[0, 0, 0, 0]","[0.0, 0.0, 3.0, 0.0]"
t,60510.0,0.13999999999999999,"[0, 1, 0, 0]","[0.0, 5.0, 0.0, 0.0]"
t,60515.0,-0.019999999999999997,"[0, 0, 0, 1]","[0.0, 0.0, 0.0, 1.0]"
